股票代码,公司名称,行业,会计年度,营业收入,营业成本,销售费用,管理费用,研发费用,财务费用,资产减值损失,营业利润,利润总额,所得税费用,净利润,归母净利润,货币资金,应收账款,存货,流动资产合计,固定资产,无形资产,非流动资产合计,资产总计,短期借款,应付账款,流动负债合计,长期借款,非流动负债合计,负债合计,所有者权益合计,归母股东权益,经营活动现金流净额,投资活动现金流净额,筹资活动现金流净额,现金及等价物净增加额
00080069,消费品第070号公司,消费品,2021,7.81,4.56,0.3,0.68,0.2,0.13,0.01,1.92,1.89,0.44,1.45,1.18,1.53,0.72,1.25,4.14,1.91,0.41,2.95,7.09,0.57,1.15,2.3,0.72,0.8,2.99,4.1,3.8,1.7,-0.45,0.4,1.66
00080069,消费品第070号公司,消费品,2022,8.16,5.07,0.58,0.72,0.2,0.19,0.09,1.3,1.27,0.34,0.93,0.84,1.74,1.25,0.66,4.05,1.56,0.58,2.5,6.55,0.71,0.98,2.1,0.57,0.67,2.77,3.79,3.42,1.07,-0.2,0.34,1.21
00080069,消费品第070号公司,消费品,2023,8.09,6.39,0.27,0.69,0.21,0.13,0.16,0.24,0.24,0.06,0.18,0.17,0.69,0.87,1.34,3.18,2.02,0.53,2.96,6.14,0.65,1.21,1.69,1.1,0.9,2.59,3.54,3.25,0.44,-0.24,-0.03,0.17
00080070,消费品第071号公司,消费品,2019,6.25,4.56,0.4,0.22,,0.15,0.02,0.79,0.82,0.2,0.62,0.54,1.18,0.41,0.97,3.11,2.69,0.23,1.84,4.95,0.28,0.77,1.31,0.63,0.86,2.17,2.78,2.39,0.6,-0.18,-0.15,0.27
00080070,消费品第071号公司,消费品,2020,6.51,3.97,0.25,0.41,0.11,0.13,-0.05,1.68,1.71,0.46,1.26,1.24,1.23,1.25,0.46,3.2,2.69,0.21,3.3,6.5,1.02,0.85,1.9,0.69,0.96,2.86,3.65,3.29,1.32,-0.38,-0.46,0.48
00080070,消费品第071号公司,消费品,2021,6.13,4.73,0.48,0.49,0.13,0.17,0.02,0.09,0.09,0.03,1.0950000000000002,0.06,1.26,0.66,0.79,3.03,2.59,0.31,3.16,6.19,0.97,0.76,2.16,0.31,0.56,2.72,3.47,2.96,0.08,-0.24,-0.36,-0.52
00080070,消费品第071号公司,消费品,2022,7.39,4.46,0.55,0.66,0.12,0.05,0.04,1.5,1.49,0.34,1.15,1.05,0.7,1.19,0.91,3.16,1.25,0.23,2.2,5.36,0.55,0.56,1.49,0.72,0.86,2.35,3.01,2.57,0.84,-0.34,0.08,0.59
00080070,消费品第071号公司,消费品,2023,7.4,5.99,0.56,0.7,0.14,0.19,0.05,-0.23,-0.23,0.0,1.51,-0.22,0.78,0.71,1.1,3.1,1.19,0.53,1.93,5.03,0.42,0.84,1.58,0.49,0.63,2.21,2.82,2.67,0.11,-0.25,-0.56,-0.69
00080071,消费品第072号公司,消费品,2019,7.58,4.92,0.27,0.69,0.09,0.17,0.1,1.35,1.34,0.3,1.04,0.83,1.69,0.68,1.1,4.18,1.59,0.73,2.66,6.84,1.35,0.47,1.63,1.37,1.04,2.67,4.17,3.97,1.06,-0.29,-0.3,0.47
00080071,消费品第072号公司,消费品,2020,7.55,4.39,0.46,0.49,0.09,0.19,0.09,1.91,1.94,0.45,1.49,1.22,2.1,1.39,0.92,5.15,3.34,0.54,2.66,9.64,0.48,0.47,2.83,0.67,0.93,3.76,5.88,5.06,1.86,-0.6,0.72,1.98
00080071,消费品第072号公司,消费品,2021,8.45,6.21,0.24,0.49,0.1,0.24,-0.07,1.24,1.24,0.3,0.94,0.91,1.89,1.55,1.63,5.48,2.34,0.45,3.41,8.88,1.69,1.12,2.61,0.69,0.85,3.47,5.42,4.83,0.71,-0.63,-0.06,0.02
00080071,消费品第072号公司,消费品,2022,8.46,5.72,0.46,0.72,0.1,0.13,0.0,1.32,1.39,0.33,1.06,0.97,1.42,0.65,1.25,4.08,2.89,0.38,3.7,7.78,1.39,0.81,1.82,1.59,1.22,3.04,4.74,4.71,0.89,,0.06,0.43
00080071,消费品第072号公司,消费品,2023,8.33,7.0,0.44,0.57,0.08,0.19,0.14,-0.09,-0.08,0.0,-0.08,-0.08,2.03,0.86,1.15,4.7,1.48,1.24,3.05,7.76,1.06,1.06,2.1,1.08,0.93,3.03,4.73,4.35,0.03,-0.55,-0.51,-1.03
00080072,消费品第073号公司,消费品,2019,11.995,2.38,0.63,0.23,0.07,0.08,0.05,0.46,0.48,0.12,0.36,0.32,0.77,0.2,0.52,1.33,1.83,0.4,2.65,3.98,0.23,0.23,1.13,0.65,0.93,1.91,2.07,1.95,0.34,-0.12,0.24,0.45
00080072,消费品第073号公司,消费品,2020,3.58,2.89,0.1,0.17,0.08,0.1,-0.03,0.26,0.26,0.07,0.19,0.19,0.77,0.32,0.76,2.14,0.99,0.33,1.44,3.59,0.42,0.23,1.13,0.36,0.6,1.72,1.86,1.77,0.17,-0.17,-0.31,-0.31
00080072,消费品第073号公司,消费品,2021,3.96,2.39,0.11,0.14,0.09,0.11,-0.02,1.13,1.17,0.27,0.9,0.76,0.79,0.76,0.4,2.38,1.84,0.3,2.24,4.62,0.77,0.38,1.33,0.65,0.89,2.22,2.4,2.38,0.7,-0.13,0.21,0.78
00080072,消费品第073号公司,消费品,2022,3.91,2.52,0.31,0.25,0.09,0.11,0.06,0.57,0.57,0.15,0.42,0.4,1.16,0.46,0.42,2.14,1.02,0.5,1.88,4.02,0.74,0.44,1.25,0.54,0.69,1.93,2.09,1.91,0.46,-0.3,-0.14,0.02
00080072,消费品第073号公司,消费品,2023,3.77,2.48,0.18,0.25,0.07,0.09,0.06,0.64,0.61,0.15,0.46,0.39,1.13,0.59,0.73,2.7,1.0,0.5,1.82,4.52,0.34,0.46,1.34,0.64,0.83,2.17,2.35,2.03,0.32,-0.18,-0.09,0.05
00080073,消费品第074号公司,消费品,2019,40.82,22.66,2.7,3.29,0.5,0.37,-0.2,11.5,10.95,2.68,8.26,7.58,8.09,7.07,5.51,23.77,10.81,4.47,16.23,40.0,3.95,5.57,10.47,6.66,8.39,18.86,21.14,18.81,8.12,-2.68,-0.22,5.22
00080073,消费品第074号公司,消费品,2020,38.05,31.6,2.91,0.67,0.6,0.19,0.58,-0.14,-0.14,0.0,-0.14,-0.12,9.03,2.06,8.39,20.89,10.6,2.04,14.45,35.33,4.25,4.32,10.54,6.31,6.11,16.66,18.67,16.46,0.71,-1.52,1.36,0.55
00080073,消费品第074号公司,消费品,2021,40.64,33.31,2.1,1.71,0.69,1.15,0.09,1.6,1.63,0.335,1.22,1.19,9.65,2.05,6.31,20.59,18.72,5.5,27.02,47.61,3.32,4.33,13.82,4.94,8.63,22.44,25.16,22.53,0.37,-0.82,-0.41,
00080073,消费品第074号公司,消费品,2022,42.65,30.46,2.36,2.56,0.61,0.94,0.07,5.89,6.13,1.44,4.68,3.93,10.31,4.87,8.21,27.12,12.55,5.5,23.14,50.26,8.17,5.19,13.23,12.34,10.46,23.69,26.56,24.11,2.97,-0.73,1.07,3.3
00080073,消费品第074号公司,消费品,2023,44.07,26.34,3.13,1.73,0.58,0.24,0.03,12.03,12.1,2.82,9.28,9.18,5.92,3.5,5.25,16.75,13.07,4.45,21.22,37.97,5.01,5.77,14.28,2.52,3.62,17.9,20.07,19.56,11.55,-1.23,1.8,12.12
00080074,消费品第075号公司,消费品,2019,16.45,11.21,0.9,0.9,0.72,0.11,-0.16,2.77,2.81,0.71,2.1,1.93,1.86,1.08,2.99,6.45,5.03,1.7,6.8,13.24,1.78,1.67,3.59,2.38,2.59,6.18,7.06,6.81,2.65,-0.86,0.51,2.3
00080074,消费品第075号公司,消费品,2020,16.42,12.39,0.45,0.74,0.55,0.11,-0.06,2.23,2.23,0.54,1.69,1.46,1.43,0.87,2.6,5.99,4.54,1.7,7.23,13.22,2.36,1.73,3.59,1.42,1.81,6.17,7.05,6.78,1.45,-0.61,-0.0,0.84
00080074,消费品第075号公司,消费品,2021,16.11,10.02,0.98,1.48,0.55,0.19,0.01,2.87,2.89,0.67,2.22,2.0,3.73,1.07,1.5,6.81,2.63,1.17,4.12,10.92,0.75,1.33,3.71,0.73,1.39,5.1,5.83,5.32,1.96,-1.0,-0.42,0.53
00080074,消费品第075号公司,消费品,2022,16.7,14.09,0.72,1.03,0.57,0.47,-0.16,-0.01,-0.01,0.0,-0.01,-0.01,2.66,2.54,2.53,9.32,4.76,0.62,6.74,16.06,2.84,2.27,5.6,1.64,1.9,7.5,8.57,8.34,0.15,-0.15,0.35,0.35
00080074,消费品第075号公司,消费品,2023,16.21,8.96,0.49,0.65,0.54,0.39,0.13,4.43,4.39,0.99,3.4,2.76,2.65,2.16,2.64,8.77,6.3,1.75,8.96,17.73,3.16,0.83,5.38,2.02,2.9,8.27,9.46,8.59,3.6,-0.7,,3.37
00080075,消费品第076号公司,消费品,2019,44.38,33.09,1.38,3.43,1.16,0.83,-0.1,4.58,4.71,1.07,3.64,3.53,10.6,4.14,9.1,27.44,13.62,3.75,21.8,49.24,6.97,6.19,13.06,9.32,10.23,23.29,25.95,23.67,4.5,-1.99,-0.87,1.65
00080075,消费品第076号公司,消费品,2020,54.8,36.66,2.53,5.39,1.19,0.88,0.28,7.87,8.12,1.83,6.29,5.27,11.05,4.94,5.91,25.97,20.83,6.91,34.04,60.0,3.14,6.19,14.77,9.63,13.62,28.39,31.62,31.0,5.85,,0.03,2.39
00080075,消费品第076号公司,消费品,2021,49.18,32.81,2.48,3.49,1.07,1.43,0.13,7.78,1.43,1.84,5.86,5.0,10.53,9.74,9.02,35.49,17.24,2.39,22.39,57.88,8.15,5.67,16.25,11.85,11.13,27.38,30.5,29.1,7.73,-4.08,-0.28,3.38
00080075,消费品第076号公司,消费品,2022,53.56,30.04,1.12,3.75,1.11,1.44,-0.03,16.14,16.94,4.31,12.64,11.57,12.69,6.25,9.01,31.58,23.2,3.18,30.69,62.27,8.14,3.49,17.99,8.37,11.47,29.46,32.81,30.04,16.98,-3.2,3.52,
00080075,消费品第076号公司,消费品,2023,53.8,34.07,1.62,5.27,1.13,0.83,0.85,10.03,10.37,2.46,7.91,7.36,11.27,3.2,8.56,29.61,31.73,6.31,42.47,72.08,11.84,4.79,19.86,14.51,14.24,29.46,37.98,33.24,9.38,-3.46,7.85,13.77
00080076,消费品第077号公司,消费品,2019,12.45,8.16,0.83,0.87,0.27,0.07,-0.04,2.3,2.26,0.51,1.74,1.65,1.42,1.37,2.32,5.9,2.18,0.9,4.08,9.99,1.38,1.17,2.42,0.7,1.09,3.51,6.48,5.84,1.73,-0.9,-0.54,0.28
00080076,消费品第077号公司,消费品,2020,10.97,7.05,0.66,0.44,0.23,0.32,-0.11,2.39,2.37,0.55,1.82,1.48,2.4,2.1,0.89,5.9,2.14,0.69,3.77,9.86,1.67,1.17,2.42,0.87,1.05,3.46,6.4,5.82,2.18,-0.47,0.93,2.64
00080076,消费品第077号公司,消费品,2021,12.12,7.24,0.42,0.38,0.24,0.08,-0.04,4.06,4.22,1.06,3.16,2.88,2.44,2.19,0.82,6.04,3.6,1.07,5.23,11.27,2.16,1.78,2.66,2.06,1.3,3.96,7.31,6.95,3.25,-0.77,0.91,3.39
00080076,消费品第077号公司,消费品,2022,12.43,10.43,0.53,1.02,0.23,0.29,-0.09,0.01,0.01,0.0,0.01,0.01,2.68,2.47,1.11,6.97,4.56,0.32,5.65,12.62,2.52,0.94,2.66,2.03,1.69,4.43,8.19,8.02,-0.19,-0.85,,-1.17
00080076,消费品第077号公司,消费品,2023,12.79,8.8,0.28,0.83,0.26,0.1,0.07,2.46,2.5,0.62,1.88,1.71,3.12,1.69,1.32,6.51,3.05,0.3,4.11,10.62,1.44,0.94,2.66,1.72,1.4,3.73,6.89,6.4,1.92,-0.63,0.56,1.85
00080077,消费品第078号公司,消费品,2019,65.79,48.66,4.85,2.37,1.04,1.21,0.09,7.57,7.69,1.8,5.89,5.18,17.83,13.04,5.86,39.25,14.36,4.47,26.7,65.94,7.22,8.81,25.06,3.83,10.07,35.13,30.81,26.97,8.82,-2.16,-1.51,5.15
00080077,消费品第078号公司,消费品,2020,68.03,54.02,3.46,2.7,1.05,1.49,-0.08,5.39,5.54,1.31,4.22,3.97,17.79,4.04,10.48,41.42,25.52,11.19,41.42,82.84,5.43,8.93,25.31,17.68,18.83,44.13,38.71,35.97,6.2,-2.25,1.51,5.46
00080077,消费品第078号公司,消费品,2021,71.55,53.05,5.43,3.36,1.12,2.12,0.85,5.62,5.73,1.53,4.2,4.16,11.98,12.8,14.24,45.08,42.9,7.57,57.54,82.84,15.16,9.91,33.23,18.04,21.44,54.67,47.95,45.47,5.83,-7.42,1.59,0.0
00080077,消费品第078号公司,消费品,2022,66.42,37.38,1.44,6.17,0.92,0.52,1.25,18.73,19.04,5.16,13.88,11.18,17.24,6.77,3.91,34.73,20.71,12.04,37.05,71.78,8.59,4.12,20.96,13.32,17.28,38.24,33.54,29.23,11.26,-1.97,-6.53,2.76
00080077,消费品第078号公司,消费品,2023,72.37,54.72,4.01,6.66,1.04,0.83,0.76,4.34,4.36,1.07,3.28,3.04,23.53,8.4,15.9,53.93,26.08,4.29,35.99,89.93,6.21,7.65,26.43,16.64,21.48,47.91,42.02,39.55,6.05,-3.88,5.35,7.52
00080078,消费品第079号公司,消费品,2019,19.15,12.64,0.85,1.12,0.39,0.53,0.35,1.34,1.33,0.74,2.41,2.11,1.79,2.02,3.6,8.37,5.59,1.55,8.1,16.47,1.25,1.49,3.93,4.01,4.34,8.27,8.21,8.14,2.36,-0.93,0.14,1.57
00080078,消费品第079号公司,消费品,2020,18.27,13.54,1.39,1.38,0.34,0.42,0.26,0.96,1.0,0.27,0.73,0.62,1.44,1.39,3.28,6.65,2.59,1.87,5.31,11.96,2.03,1.54,4.23,1.38,4.34,6.0,5.96,5.33,0.69,-0.21,-0.41,0.07
00080078,消费品第079号公司,消费品,2021,20.98,16.74,1.37,1.87,0.36,0.38,0.34,-0.07,-0.07,0.0,1.0950000000000002,-0.06,2.2,3.81,3.78,10.23,7.25,2.44,10.89,21.13,4.03,2.33,8.63,1.28,1.97,10.6,10.52,8.95,0.56,-1.06,-0.02,-0.52
00080078,消费品第079号公司,消费品,2022,21.48,17.26,0.95,1.48,0.36,0.47,0.28,0.68,0.66,0.16,0.5,0.44,1.51,2.98,4.16,9.82,3.16,2.44,4.91,14.73,1.66,2.47,5.71,1.34,1.69,7.39,7.34,6.38,1.55,-0.43,-1.62,-0.5
00080078,消费品第079号公司,消费品,2023,22.31,17.97,0.62,1.93,0.39,0.11,0.09,2.12,1.18,0.28,0.9,0.73,4.29,4.43,2.83,12.96,5.99,1.16,8.56,21.52,1.18,1.51,5.42,4.15,5.38,10.8,10.72,9.53,1.07,-0.71,0.95,1.31
00080079,消费品第080号公司,消费品,2019,11.46,9.63,0.63,1.01,0.4,0.19,0.1,-0.5,-0.52,0.0,-0.52,-0.48,1.52,1.59,2.45,6.13,1.75,1.32,3.36,9.48,1.04,1.12,3.46,0.49,0.83,4.29,5.19,4.45,-0.25,-0.45,0.81,0.11
00080079,消费品第080号公司,消费品,2020,11.54,9.19,0.29,0.58,0.38,0.35,0.15,0.6,0.62,0.16,0.46,0.45,0.98,1.32,2.08,4.79,3.98,0.88,5.25,10.04,1.24,1.05,2.99,1.22,1.55,4.54,5.5,5.28,0.69,-0.19,0.3,0.8
00080079,消费品第080号公司,消费品,2021,12.12,8.05,0.56,0.4,0.31,0.25,-0.07,2.62,2.73,0.72,2.01,1.78,1.22,1.29,1.31,4.73,4.68,1.04,6.57,11.3,0.72,0.65,3.59,0.81,1.53,5.11,6.19,5.53,2.42,-1.01,-0.47,0.94
00080079,消费品第080号公司,消费品,2022,12.405000000000001,11.08,0.46,0.7,0.35,0.39,-0.1,0.52,0.5,0.11,0.39,0.33,2.66,1.23,2.8,7.43,2.29,1.6,4.74,12.18,0.92,1.96,4.2,0.66,1.3,5.51,6.67,6.47,-0.27,-0.87,-0.44,-1.58
00080079,消费品第080号公司,消费品,2023,13.32,10.15,0.59,0.46,0.35,0.19,0.23,2.12,1.41,0.35,1.06,0.95,1.4,2.19,1.42,7.43,5.06,0.81,6.74,12.13,1.9,1.67,2.99,2.81,2.49,5.51,6.64,6.54,0.95,-0.05,-1.06,-0.14
30000000,信息技术第001号公司,信息技术,2019,2.0,1.45,0.05,0.2,0.31,0.04,0.03,-0.06,-0.06,0.0,-0.06,-0.05,0.42,0.38,0.36,1.34,1.02,0.1,1.39,2.73,0.26,0.26,0.43,0.21,0.19,0.61,2.11,2.09,-0.09,-0.12,0.17,-0.04
30000000,信息技术第001号公司,信息技术,2020,2.15,1.48,0.08,0.14,0.3,0.03,0.04,0.09,0.09,0.0,0.07,0.07,0.7,0.12,0.23,1.35,1.11,0.37,1.69,3.04,0.4,0.11,0.45,0.25,0.23,0.68,2.35,2.28,0.02,-0.08,-0.01,-0.07
30000000,信息技术第001号公司,信息技术,2021,2.25,4.945,0.12,0.13,0.31,0.06,0.02,0.04,0.04,0.01,0.03,0.03,0.88,0.18,0.43,1.88,1.69,0.28,2.2,4.08,0.77,0.26,0.67,0.36,0.25,0.92,3.16,2.78,0.12,-0.18,0.06,0.0
30000000,信息技术第001号公司,信息技术,2022,6.49,1.55,0.1,0.12,0.32,0.05,0.01,-0.05,0.19,0.04,0.15,0.14,0.84,0.24,0.21,1.56,1.46,0.28,1.88,3.44,0.19,0.14,0.46,0.38,0.32,0.77,2.66,2.52,0.1,-0.2,0.07,-0.03
30000000,信息技术第001号公司,信息技术,2023,2.48,2.05,0.09,0.11,0.39,0.1,0.03,-0.22,-0.23,0.0,-0.23,-0.19,0.86,0.23,0.43,1.71,1.97,0.38,2.5,4.2,0.22,0.14,0.57,0.33,0.38,0.95,3.26,2.93,-0.28,-0.11,-0.12,-0.51
30000001,信息技术第002号公司,信息技术,2019,5.63,4.2,0.38,0.18,0.97,0.05,0.06,-0.21,-0.22,0.0,-0.22,-0.21,1.31,0.97,0.54,3.3,3.07,0.37,3.71,7.01,1.39,0.49,1.44,1.49,1.2,2.63,4.38,6.01,-0.2,-0.17,-0.29,-0.66
30000001,信息技术第002号公司,信息技术,2020,6.07,4.24,0.34,0.4,1.0,0.08,0.1,-0.1,-0.1,0.0,-0.1,-0.09,1.41,0.82,1.22,4.33,4.47,1.12,6.31,10.64,0.8,0.76,1.73,2.31,2.27,4.0,6.64,6.01,-0.22,-0.39,-0.02,-0.62
30000001,信息技术第002号公司,信息技术,2021,6.54,5.28,0.44,0.33,1.13,0.16,-0.06,-0.77,-0.74,0.0,-0.74,-0.04,1.04,0.55,1.41,4.01,1.7,1.12,3.51,7.52,1.22,0.85,1.71,1.69,1.12,2.82,4.69,4.49,-0.73,-0.38,,-0.38
30000001,信息技术第002号公司,信息技术,2022,6.6,5.12,0.38,0.51,1.14,0.08,-0.05,-0.58,-0.59,0.0,-0.59,-0.55,1.15,1.07,1.13,3.64,2.02,1.23,3.87,7.51,0.71,0.73,1.78,1.29,1.04,2.82,4.69,4.28,-0.71,-0.22,-0.1,-1.02
30000001,信息技术第002号公司,信息技术,2023,6.53,5.38,0.24,0.46,1.11,0.13,0.07,-0.85,-0.89,0.0,-0.89,-0.73,2.02,0.38,1.46,4.64,3.47,0.31,4.86,9.51,1.53,0.66,2.05,1.79,1.52,3.57,5.93,5.37,-0.76,-0.4,-0.03,
30000002,信息技术第003号公司,信息技术,2019,9.69,6.89,0.59,0.69,1.52,0.09,0.1,-0.2,-0.2,0.0,-0.2,-0.18,3.57,1.41,1.5,7.1,7.2,1.87,9.59,16.69,3.21,0.84,3.69,3.16,2.71,6.4,10.29,9.53,0.04,-0.99,-0.33,-1.28
30000002,信息技术第003号公司,信息技术,2020,11.07,9.08,0.84,0.35,1.5,0.17,0.02,-0.88,-0.92,0.0,-0.92,-0.87,4.24,0.87,1.22,6.82,6.43,2.71,9.8,16.62,2.93,1.36,3.47,4.03,2.9,6.37,10.24,9.95,-0.65,-1.28,0.94,-0.99
30000002,信息技术第003号公司,信息技术,2021,11.0,8.05,0.67,0.33,1.34,0.24,-0.06,0.04,0.04,0.01,0.03,0.03,2.75,1.04,0.87,6.47,4.79,0.79,6.52,12.99,2.13,0.7,2.49,2.7,2.49,4.98,8.01,7.82,-0.14,-0.64,-0.04,-0.83
30000002,信息技术第003号公司,信息技术,2022,11.94,8.15,0.89,0.64,,0.33,-0.1,0.33,0.33,0.0,0.24,0.0,4.13,1.36,1.69,9.41,4.74,1.2,7.86,17.27,3.26,0.82,4.39,1.96,2.49,6.62,10.65,10.48,0.1,-1.3,0.16,-1.04
30000002,信息技术第003号公司,信息技术,2023,12.65,7.06,0.87,0.39,1.75,0.31,-0.07,2.34,2.29,0.63,1.66,1.45,3.24,1.99,0.95,7.78,4.52,0.51,5.82,13.6,1.3,1.58,2.87,2.65,2.34,5.22,10.65,7.68,1.87,-0.29,0.65,2.23
30000003,信息技术第004号公司,信息技术,2019,5.255,59.6,6.07,6.47,10.83,1.26,-0.35,12.12,12.1,2.87,9.23,7.92,38.34,9.76,6.45,65.47,51.23,26.55,88.49,153.96,26.22,4.89,31.52,21.89,15.87,47.38,106.58,93.21,10.1,-12.61,5.95,3.44
30000003,信息技术第004号公司,信息技术,2020,101.62,75.81,6.99,4.03,11.333699999999974,2.3,1.03,-0.47,-0.48,0.0,-0.48,-0.44,31.11,8.66,16.98,67.88,111.3,6.09,143.06,210.94,40.02,12.54,35.45,46.97,29.47,64.92,106.58,131.4,-0.15,-11.45,4.01,-7.59
30000003,信息技术第004号公司,信息技术,2021,91.61,60.06,3.33,6.49,10.99,1.07,1.47,8.21,8.08,2.19,5.89,5.74,34.9,9.21,10.8,67.31,85.4,12.79,107.6,174.91,40.02,5.16,23.49,37.84,30.34,53.83,121.08,118.23,1.36,-4.29,2.54,-0.4
30000003,信息技术第004号公司,信息技术,2022,100.48,58.59,4.34,3.38,11.333699999999974,1.33,1.8,19.53,19.6,4.45,15.15,14.14,30.81,9.63,6.7,54.24,61.0,37.37,110.81,165.05,27.39,11.06,39.39,37.84,11.41,50.8,114.25,111.13,19.73,,2.81,19.05
30000003,信息技术第004号公司,信息技术,2023,111.16,77.72,6.3,7.72,11.333699999999974,2.1,1.49,2.97,3.02,0.72,2.3,2.01,60.86,12.18,21.54,110.61,112.94,34.3,168.63,279.24,24.09,8.26,57.79,21.26,28.15,85.94,193.3,173.98,-1.15,-14.62,-0.87,-16.64
30000004,信息技术第005号公司,信息技术,2019,2.3,1.83,0.14,0.21,0.44,0.03,-0.01,-0.35,-0.34,0.0,-0.34,-0.33,0.46,0.29,0.43,1.48,1.33,0.25,1.86,3.34,0.6,0.18,0.85,0.37,0.38,1.23,2.23,2.07,-0.46,-0.27,-0.11,-0.84
30000004,信息技术第005号公司,信息技术,2020,2.41,1.91,0.29,0.22,0.36,0.04,0.02,-0.26,-0.26,0.0,-0.26,-0.24,0.91,0.32,0.38,1.77,1.27,0.13,1.77,3.55,0.34,0.3,0.85,0.24,0.46,1.31,2.23,2.07,-0.19,-0.12,0.12,-0.2
30000004,信息技术第005号公司,信息技术,2021,2.38,1.6,0.18,0.21,0.42,0.07,0.02,-0.11,-0.12,0.0,-0.12,-0.1,0.57,0.32,0.4,1.48,0.65,0.43,1.21,2.69,0.38,0.21,0.76,0.19,0.24,1.0,1.7,1.49,-0.19,-0.15,0.19,-0.16
30000004,信息技术第005号公司,信息技术,2022,2.61,1.53,0.14,0.15,0.58,0.05,-0.0,0.17,0.17,0.04,0.13,0.12,1.0,0.16,0.17,1.53,1.41,0.34,1.85,3.37,0.25,0.17,0.59,0.74,0.66,1.25,2.12,1.9,0.04,-0.28,0.02,-0.22
30000004,信息技术第005号公司,信息技术,2023,2.8,2.24,0.21,0.27,0.49,0.08,0.0,-0.49,-0.035,0.0,-0.46,-0.41,0.76,0.16,0.55,1.99,0.85,0.53,1.88,3.87,0.36,0.15,0.96,0.28,0.47,1.43,2.44,2.41,-0.5,-0.15,-0.01,-0.65
30000005,信息技术第006号公司,信息技术,2019,5.255,2.48,0.19,0.22,0.43,0.04,0.07,0.74,0.73,0.18,0.54,0.52,0.68,0.83,0.29,2.42,1.92,0.66,2.84,5.26,0.66,0.5,0.73,0.77,0.57,1.3,3.96,3.55,0.57,-0.24,0.12,0.45
30000005,信息技术第006号公司,信息技术,2020,4.43,3.66,0.12,0.22,0.4,0.05,0.01,-0.03,-0.03,0.0,-0.03,-0.03,1.52,0.65,0.83,3.25,1.17,0.73,2.84,5.26,0.66,0.61,0.86,1.03,0.57,1.42,4.33,3.73,-0.04,-0.17,0.14,-0.08
30000005,信息技术第006号公司,信息技术,2021,4.44,2.86,0.16,0.17,0.48,0.05,-0.04,0.76,0.75,0.17,0.58,0.55,1.17,0.59,0.39,2.53,2.6,0.74,3.88,6.41,0.51,0.49,0.77,1.34,0.82,1.59,4.82,4.26,0.39,-0.55,0.04,-0.11
30000005,信息技术第006号公司,信息技术,2022,4.61,3.82,0.19,0.4,0.54,0.06,0.02,-0.4,-0.38,0.0,0.0,-0.34,1.33,0.48,0.41,2.59,1.39,0.51,2.09,4.68,0.53,0.48,0.63,0.93,0.52,1.16,3.52,3.35,-0.42,-0.05,0.07,-0.37
30000005,信息技术第006号公司,信息技术,2023,4.79,3.46,0.12,0.18,0.53,0.02,-0.03,0.5,0.53,0.13,0.4,0.39,1.11,0.72,0.8,2.78,2.71,0.51,4.06,6.84,0.36,0.29,1.06,0.42,0.63,1.69,5.15,4.81,0.31,-0.37,0.07,0.01
30000006,信息技术第007号公司,信息技术,2019,2.59,2.06,0.15,0.17,0.36,0.04,0.01,-0.19,-0.2,0.0,-0.2,-0.18,0.69,0.41,0.37,2.04,2.05,0.8,3.04,5.08,0.93,0.37,1.09,1.01,0.95,2.04,3.03,2.95,-0.17,-0.34,-0.24,-0.75
30000006,信息技术第007号公司,信息技术,2020,2.92,1.88,0.21,0.27,0.4,0.02,0.06,0.09,0.09,0.02,0.06,0.06,1.63,0.32,0.39,2.97,3.54,0.47,3.04,7.83,0.96,0.38,2.04,0.72,1.11,3.15,4.68,4.29,0.11,-0.2,-0.06,-0.15
30000006,信息技术第007号公司,信息技术,2021,6.54,2.43,0.07,0.33,0.58,0.06,-0.02,-0.23,-0.23,0.0,-0.23,-0.22,1.18,0.39,0.72,2.74,2.32,0.35,2.87,5.61,0.83,0.35,1.63,0.46,0.63,2.26,3.35,3.17,-0.26,-0.43,0.12,-0.57
30000006,信息技术第007号公司,信息技术,2022,3.11,2.1,0.17,0.18,0.5,0.09,0.03,0.05,0.05,0.01,0.04,0.03,1.64,0.4,0.37,2.74,3.75,0.76,4.76,7.5,0.83,0.46,2.06,0.67,0.96,2.26,4.48,4.04,0.02,-0.26,-0.17,-0.41
30000006,信息技术第007号公司,信息技术,2023,3.1,2.11,0.22,0.16,0.53,0.02,0.01,0.04,0.05,0.01,0.03,0.03,1.91,0.59,0.41,3.18,2.94,0.67,4.14,7.32,0.55,0.16,1.34,1.19,1.6,2.95,4.37,3.95,0.03,-0.48,-0.03,-0.48
30000007,信息技术第008号公司,信息技术,2019,2.19,1.39,0.05,0.35,0.4,0.01,-0.02,0.23,0.24,0.06,0.18,0.15,0.46,0.32,0.34,1.24,0.95,0.32,1.53,2.77,0.36,0.2,0.42,0.59,0.32,0.74,2.03,2.05,0.2,-0.18,-0.09,-0.06
30000007,信息技术第008号公司,信息技术,2020,2.26,1.79,0.17,0.365,0.38,0.02,-0.0,-0.31,-0.31,0.0,-0.31,-0.28,0.85,0.15,0.37,1.72,0.75,0.36,1.3,3.02,0.59,0.33,0.44,0.75,0.32,0.81,2.21,2.05,-0.39,-0.22,-0.13,-0.75
